"URL","Collection Name","Institution Name","Institutional Code/Acronym","Collection Code","URL for collection","URL for collection's specimen catalog/database","URL for collection's webservices","Collection Description","Collection Content Type","Preservation Type","Accession Status (Yes=Institutional, No=Project)","Mailing Address 1","Mailing Address 2","Mailing Address 3","City/Town","State/Province","Postal/Zip Code","Country","Physical Address 1","Physical Address 2","Physical Address 3","City/Town","State/Province","Postal/Zip Code","Country","Primary Contact","Status of Collection: Active?","LSID"
"http://grbio.org/institutional-collection/entomology-1","Entomology","The Pirbright Institute",,"ENT",,,,"The Pirbright Institute&#39;s Entomology collection contains terrestrial arthropod specimens relevant to the biological and mechanical transmission of viral pathogens. Voucher specimens in the collection include: whole specimens stored in ethanol, frozen whole specimens, slide mounted specimens, pinned specimens and frozen DNA samples. Colonies of several species of biting midge (Culicoides), mosquito (Aedes, Anopheles, Culex), soft tick (Ornithodoros) and stable fly (Stomoxys spp.) are also maintained.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","The Pirbright Institute","Ash Road","Pirbright","Woking","Surrey","GU240NF","United Kingdom",,,,,,,,"Dr Lara Harrup","Yes",
"http://grbio.org/institutional-collection/pacific-center-molecular-biodiversity","Pacific Center for Molecular Biodiversity","Bishop Museum",,"PCMB","http://www.bishopmuseum.org/research/natsci/pcmb/","http://nsdb.bishopmuseum.org",,"The Pacific Center for Molecular Biodiversity (PCMB) is expanding the knowledge and understanding of the natural and cultural history of Hawai&lsquo;i and the Pacific region through molecular research. The laboratory is an integral component of the Bishop Museum Natural Sciences biological collections, housing genetic material (extracted DNA and tissues) of biota (more than 12,000 specimens) from vouchers collected in the Hawaiian Islands and throughout the Pacific at ultra-cold temperatures for long term preservation.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Bishop Museum","Pacific Center for Molecular Biodiversity","1525 Bernice St","Honolulu","Hawaii","96744","USA",,,,,,,,"Shelley A. James","Yes","urn:lsid:biocol.org:col:1007"
"http://grbio.org/institutional-collection/paleobotany-0","PaleoBotany","North Carolina Museum of Natural Sciences",,"NCSM-PaleoBotany","http://naturalsciences.org/research-collections/research-specialties/paleontology","http://collections.naturalsciences.org/searchPaleoBotany.aspx",,"The North Carolina Museum of Natural Sciences&#39; Paleobotany Collection contains approximately 1600 specimens. Founded in the early 1900s, the collection consists of approximately 21% North Carolina material as well as material from 25 states and 13 countries representing 109 genera. The Paleobotany Collection includes an important fossil wood collection from Big Bend National Park in Texas, Triassic plants from North Carolina, and Pennsylvanian age plants from the famous Mazon Creek locality in Illinois and the Pottsville Formation of Alabama.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","11 West Jones Street",,,"Raleigh","NC","27601","USA",,,,,,,,"Vince P. Schneider","Yes",
"http://grbio.org/institutional-collection/mammals-0","Mammals","North Carolina Museum of Natural Sciences",,"NCSM-Mammals","http://naturalsciences.org/research-collections/research-specialties/mammals","http://collections.naturalsciences.org/searchMammals.aspx",,"The North Carolina Museum of Natural Sciences&#39; Mammal Unit collection contains approximately 20,000 specimens and is one of the largest regional mammal collections in the southeast. The collection was accredited in 2000 by the American Society of Mammalogists. With early acquisitions from the Brimley brothers in the late 1800&rsquo;s, the collection consists of 42% North Carolina, 81% Southeastern United States, 96% United States material, with the remainder having North American or other international origin. It encompasses the taxonomic units of 20 orders, 73 families, 237 genera, and over 500 unique Genus-species combinations. Holdings are especially strong in Rodentia, Soricimorpha, Chiroptera, Carnivora, Cetacea and Sirenia. Important recent acquisitions include University of Kentucky, George Mason University, University of North Carolina Chapel Hill and personal collections. The collection includes study skins, tanned hides, skulls, complete skeletons, fluid-preserved material, tissues for molecular analyses, and other materials.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","11 West Jones Street",,,"Raleigh","NC","27601","USA",,,,,,,,"Benjamin M. Hess","Yes",
"http://grbio.org/institutional-collection/birds-1","Birds","North Carolina Museum of Natural Sciences",,"NCSM-Birds","http://naturalsciences.org/research-collections/research-specialties/birds","http://collections.naturalsciences.org/searchBirds.aspx",,"The North Carolina Museum of Natural Sciences&#39; Birds Unit collection contains approximately 21,000 specimens and is one of the largest regional birds collections in the southeast.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","11 West Jones Street",,,"Raleigh","NC","27601","USA",,,,,,,,"Brian O’Shea","Yes",
"http://grbio.org/institutional-collection/bird","Bird","Delaware Museum of Natural History",,"Bird","http://www.delmnh.org/birds.php",,,"The bird collection consists of approximately 67,000 study skins, 9,000 skeletons, and 36,000 clutches of eggs. We also maintain a small tissue collection containing samples from eastern North American taxa.  The collection, worldwide in scope, has especially strong collections of Philippine and Central and South American birds. The holdings represent about 4,000 bird species. About 140 taxa are in the type collection. Extinct species are also represented. Formation of the collection began when the Museum was founded in 1957. Among the collections that can be found here are those of George Miksch Sutton, Allan R. Phillips, Olin S. Pettingill, T.D. Burleigh, D.S. Rabor, M. Hachisuka - D.S. Ripley, Vivien Hewitt, and Sibley&rsquo;s Yale-Peabody Expedition.  We also maintain an archive that contains field notes and other documentation from some of these collectors.  The skeleton, tissue and skin collections are fully databased and can be searched through several online portals.  The egg collections is not yet databased.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","P.O. Box 3937",,,"Wilmington","Delaware","19807-0937","USA","4840 Kennett Pike",,,"Wilmington","Delaware","19807","USA","Jean Woods","Yes",
"http://grbio.org/institutional-collection/egg","Egg","Delaware Museum of Natural History",,"Egg","http://www.delmnh.org/birds.php",,,"The egg collection consists of approximately 36,000 clutches plus several hundred nests and is worldwide in scope.  The primary sub-collections are those of the Nicholsons (Wray H. &amp; Donald J.), Edward Jay Court, and Capt. Vivian Hewitt.  The Nicholson collection has a strong focus on the USA, particularly Florida.  The Court collection is also mainly USA with a focus on the mid-Atlantic region.  The Hewitt collection is primarily European with additional material from British colonies. The Hewitt collection contains numerous collections acquired from other collectors including: Percy F. Bunyard, W. Clarke, Jeremiah Matthews Goodall, John &quot;Jack&quot; G. Gordon, D.F.S. MacArthur, A. H. Paget-Wilkes, Percy Rendall, and Edward Charles Stuart-Baker.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","P.O. Box 3937",,,"Wilmington","Delaware","19807-0937","USA","4840 Kennett Pike",,,"Wilmington","Delaware","19807","USA","Jean Woods","Yes",
"http://grbio.org/institutional-collection/sagehen-basin-vertebrates","Sagehen Basin Vertebrates","University of California-Berkeley, Sagehen Creek Field Station",,"SCFSV",,"sagehen.ucnrs.org",,"The vertebrate collection at Sagehen contains approximately 200 mammal study skins, 250 mammal bone sets, 150 bird study skins, and 20 eggs. 90% of specimens have been imaged, and label data digitization is in progress as of summer 2014, with an expected completion date of January 2015. The collection is housed on site at Sagehen Creek Field Station and is maintained as a synoptic teaching collection. No new acquisitions.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,"Truckee","CA","96160","USA",,,,,,,,"Jeff Brown","Yes",
"http://grbio.org/institutional-collection/sagehen-basin-insects","Sagehen Basin Insects","University of California-Berkeley, Sagehen Creek Field Station",,"SCFSI",,,,"Synoptic teaching collection.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,"Truckee","CA","96160","USA",,,,,,,,"Jeff Brown","Yes",
"http://grbio.org/institutional-collection/ciat-arthropod-reference-collection","CIAT Arthropod Reference Collection","Centro Internacional de Agricultura Tropical (International Center for Tropical Agriculture)",,"CIATARC",,,,"The CIAT Arthropod Reference Collection is a international taxonomic collection that containing arthropod specimens from Cassava, Beans, Rice and Forages, principally of neotropical region. Includes pest and natural enemies.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Km 17, Recta Cali-Palmira",,,"Palmira","Valle del Cauca","6713","Colombia",,,,,,,,"Aymer Andres Vasquez-Ordonez","Yes",
"http://grbio.org/institutional-collection/entomology-2","Entomology","Essig Museum of Entomology",,"EMEC","http://essig.berkeley.edu/","http://essigdb.berkeley.edu/","http://bnhmipt.berkeley.edu/ipt/resource.do?r=essig","The Essig Museum of Entomology is a terrestrial arthropod collection with a historical focus on surveying the insect fauna of California. Today that focus has broadened to include the eastern Pacific Rim and the islands of the Pacific Basin.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","1101 Valley Life Science Building",,,"Berkeley","California","94720-4780","USA","1170 Valley Life Science Building",,,"Berkeley","California","94720-4780","USA","Peter T Oboyski","Yes",
"http://grbio.org/institutional-collection/california-insect-survey","California Insect Survey","Essig Museum of Entomology",,"CIS","http://essig.berkeley.edu/","http://essigdb.berkeley.edu/","http://bnhmipt.berkeley.edu/ipt/resource.do?r=essig","The California Insect Survey, variously referred to as CIS, UCIS, CISB, was an earlier name for the Essig Museum of Entomology collection (EMEC), with a historical focus on surveying the insect fauna of California. CIS is used as a collection code for sections of the Essig Museum collection.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","1101 Valley Life Science Building",,,"Berkeley","California","94720-4780","USA",,,,,,,,"Peter T Oboyski","Yes",
"http://grbio.org/institutional-collection/invertebrate-collection-1","Invertebrate Collection","South African Institute for Aquatic Biodiversity",,"IC",,,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Private Bag 1015",,,"Grahamstown","Eastern Cape","6140","South Africa","Somerset Street",,,"Grahamstown","Eastern Cape","6140","South Africa","Roger Bills","Yes",
"http://grbio.org/institutional-collection/institute-primate-research","Institute of Primate Research","National Museums of Kenya",,"IPR","http://www.primateresearch.org/",,"http://www.primateresearch.org/","Frozen blood and tissue from primarily primates, athropod vectors and protozoan pathogens  Live experimental animal collections","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Box 24481",,,"Karen, Nairobi","Nairobi","00502","Kenya","Oloolua forest, Karen",,,,,,"Kenya","Hastings Ozwara","Yes",
"http://grbio.org/institutional-collection/mammalogy-2","Mammalogy","National Museums of Kenya",,"MAM","www.museums.or.ke",,"www.museums.or.ke","Study skins, skulls, mounted/stuffed and alcohol and formalin-preserved specimens. There are also frozen tissues.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Box 40658",,,"Nairobi","Nairobi","00100","Kenya","Museum hill road","Kipande/Ngara road juntion",,"Nairobi","Nairobi","00100","Kenya","Bernard Agwanda","Yes",
"http://grbio.org/institutional-collection/ornithology-2","Ornithology","National Museums of Kenya",,"ORN","www.museums.or.ke",,"www.museums.or.ke","Study skins and frozen tissues","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Box 40658",,,"Nairobi","Nairobi","00100","Kenya","Museum hill road",,,"Nairobi","Nairobi",,"Kenya","Peter Njoroge","Yes",
"http://grbio.org/institutional-collection/osteology","Osteology","National Museums of Kenya",,"OST","www.museums.or.ke",,"www.museums.or.ke","Skeleta of all vertebrates from primarily Kenya and few from neighbouring countries","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Box 40658",,,"Nairobi","Nairobi","00100","Kenya","Museum hill road",,,"Nairobi","nairobi","00100","Kenya","Ogeto Mwebi","Yes",
"http://grbio.org/institutional-collection/herpetology-3","Herpetology","National Museums of Kenya",,"HERP","www.museums.or.ke",,"www.museums.or.ke","specimen collections of amphibians and reptiles in mainly ethanol and a few in dry and mounted forms","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Box 40658",,,"Nairobi","Nairobi","00100","Kenya","Museum hill road","Kipande road/Ngara road junction",,"Nairobi","Nairobi","00100","Kenya","Patrick Malonza","Yes",
"http://grbio.org/institutional-collection/ichthyology-0","Ichthyology","National Museums of Kenya",,"ICH","www.museums.or.ke",,"www.museums.or.ke","Fish collections in alcohol and formalin and tissues","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Box 40658",,,"Nairobi","Nairobi","00100","Kenya","Museum hill road",,,"Nairobi","Nairobi","00100","Kenya","Dorothy Nyingi","Yes",
"http://grbio.org/institutional-collection/invertebrate","Invertebrate","National Museums of Kenya",,"INV","www.museums.or.ke",,"www.museums.or.ke","Invertebrates collections dry pined in trays as well as fluid preserved in bottles containing ethanol","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Box 40658",,,"Nairobi","Nairobi","00100","Kenya","Museum hill road",,,"Naiorbi","Nairobi","00100","Kenya","Laban Njoroge","Yes",
"http://grbio.org/institutional-collection/colecci%C3%B3n-de-insectos","Colección de Insectos","INSTITUTO DE ENTOMOLOGIA UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION",,"ENTO",,,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,"Chile","FACULTAD DE CIENCIAS BASICAS","UMCE","JOSE PEDRO ALESSANDRI 774","SANTIAGO","SANTIAGO","7760197","Chile","PATRICIA EDITH ESTRADA MANCILLA","Yes",
"http://grbio.org/institutional-collection/fungal-collection-plant-pathology-laboratory-umsnh","Fungal Collection, Plant Pathology Laboratory, UMSNH.","Universidad Michoacana de San Nicolás de Hidalgo",,"PVUM",,,,"Fungal collection of plant pathogens occurring in Mexico.  Monosporic isolates are maintained as spore suspensions in 15% sterile glycerol at -20 oC, and as mycelia in media disks at 15 oC.","Biological: Living cell or tissue cultures","Storage Environment: Other (please define)","Yes","Apdo. Postal # 43","Admon. Chapultepec",,"Morelia","Michoacan","58262","Mexico","Laboratorio de Patologia Vegetal, IIAF, UMSNH","Km. 9.5 Carr. Morelia-Zinapecuaro. Posta Veterinaria",,"Tarimbaro","Michoacan","58000","Mexico","Gerardo Rodriguez-Alvarado","Yes",
"http://grbio.org/institutional-collection/national-collection-insects","National Collection of Insects","Agricultural Research Council-Plant Protection Research Institute",,"SANC",,,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,"South Africa",,,,,,,,"Rosalind Urban","Yes",
"http://grbio.org/institutional-collection/shortridge-mammal-collection","Shortridge Mammal Collection","Amathole Museum",,"SMC",,,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Cnr Albert and Alexandra Road",,,"King William's Town","Eastern Cape",,"South Africa",,,,,,,"South Africa","Buyiswa Mahala","Yes",
"http://grbio.org/institutional-collection/fish-observation-collection","Fish Observation Collection","South African Institute for Aquatic Biodiversity",,"FO",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,"South Africa",,,,,,,,"Roger Bills","Yes",
"http://grbio.org/institutional-collection/tissue-collection","Tissue Collection","South African Institute for Aquatic Biodiversity",,"TC",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,"South Africa",,,,,,,,"Roger Bills","Yes",
"http://grbio.org/institutional-collection/east-african-herbarium","East African Herbarium","National Museums of Kenya",,"EAH","www.museums.or.ke",,"www.museums.or.ke","Consists of dry herbarium specimens, botanic garden, seed bank and tissues in silica gel","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Museum hill rd Box 40658-00100","Kipande/Ngara road junction",,"Nairobi","Nairobi","00100","Kenya","Museum hill road","Kipanderoad/Ngara road junction",,"Nairobi","Nairobi","00100","Kenya","Itambo Malombe","Yes",
"http://grbio.org/institutional-collection/mammal-collection-4","Mammal Collection","Ditsong National Museum of Natural History",,"TM",,,,"This is South Africa&#39;s largest collection of mammals, collected primarily from the southern African subregion. Collections date back to the early 1900&#39;s. Much of the collection is dried specimens, but there is also a fairly large wet collection. The following additional codes associated with the collection reflect the former (Transvaal Museum) and current (Ditsong National Museum of Natural History) names of the museum: CR, DNMNH-M, TM-M, and TMSA.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,"South Africa",,,,,,,,"Onica Mukhuwana","Yes",
"http://grbio.org/institutional-collection/fish-collection-2","Fish Collection","Auburn University Museum of Natural History",,"AUM Fish","http://aumnh.org/research-collections/fishes/",,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","101 Rouse Life Sciences","Biological Sciences",,"Auburn University","AL","36849","USA","Biodiversity Learning Center",,,"Auburn University","AL","36849","USA","David C. Werneke","Yes",
"http://grbio.org/institutional-collection/ichthyology-1","Ichthyology","Bishop Museum",,"I",,,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ichthyology","Bishop Museum","1525 Bernice Street","Honolulu","Hawaii","96817","USA",,,,,,,,"Richard L. Pyle","Yes","urn:lsid:biocol.org:col:1001"
"http://grbio.org/institutional-collection/michigan-state-university-herbarium-lichen-collection","Michigan State University herbarium Lichen Collection","Michigan State University",,"Lichen",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,"USA",,,,,,,,"Alan M. Fryday","Yes",
"http://grbio.org/institutional-collection/michigan-state-university-beal-darlington-herbarium","Michigan State University Beal-Darlington Herbarium","Michigan State University",,"Vascular Plants",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,"USA",,,,,,,,"Alan M. Fryday","Yes",
"http://grbio.org/institutional-collection/insect-reference-collection","Insect reference Collection","University of Delaware",,"UDCC",,,,"A collection of arthropods (primarily of pinned insects) with emphasis in Hemiptera (especially Auchenorrhyncha) and lesser strengths in Delaware aquatic insects (including terrestrial adults), Formicidae, Apoidea, Hydrophiloidea and select other groups.  All local insect groups potentially represented.  Some international specimens, including Neotropics, Malaysia, India and Mongolia. Collection size approximately 350,000 pinned specimens with a much smaller collection in fluids or slides.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","University of Delaware","Department of Entomology and Wildlife Ecology","531 S College Ave., 250 Townsend Hall","Newark","Delaware","19716","USA",,,,,,,,"Charles R Bartlett","Yes",
"http://grbio.org/institutional-collection/invertebrate-paleontology-0","Invertebrate Paleontology","Ohio University Herbarium",,"OUIP",,,,"Invertebrate Paleontology collections. Key holdings include the Jack Kallmeyer Collection of Late Ordovician marine invertebrates from the Cincinnati, Ohio area","Biological: Other or Undefined","Sample Treatment: Dried","Yes","Department of Geological Sciences","316 Clippinger Laboratories",,"Athens","Ohio","45701","USA",,,,,,,,"Alycia Stigall","Yes",
"http://grbio.org/institutional-collection/culture-collection-fungi","Culture Collection of Fungi","Charles University in Prague",,"CCF","https://www.natur.cuni.cz/biology/botany/structure/culture-collection-of-fungi-ccf?set_language=en",,,"Microscopic saprotrophic filamentous fungi (mainly ascomycetes and zygomycetes) isolated from soil, litter,  insect associated with trees, food, clinicalmaterial etc.  In 2014 the CCF maintains 3400 fungal isolates. Maintenance methods: Freeze-drying, under mineral oil, agar slopes in refrigerator, alginate pellets.","Biological: Living cell or tissue cultures","Storage Environment: Other (please define)","Yes","Department of Botany, Faculty of Science, Charles University in Prague, Benátská 2",,,"Prague 2",,"CZ - 128 01","Czech Republic",,,,,,,,"Alena Kubátová","Yes",
"http://grbio.org/institutional-collection/niwa-invertebrate-collection","NIWA Invertebrate Collection","National Institute of Water and Atmospheric Research",,"NIC","http://www.niwa.co.nz/nic","http://nitc.niwa.co.nz/",,"The NIC is one of two significant marine invertebrate collections in New Zealand, the other being the Museum of New Zealand Te Papa Tongarewa (NMNZ). The NIC now covers about 400,000 samples from 50 years of biological collections throughout the southwest Pacific region and Ross Sea. The NIC is one of two significant marine invertebrate collections in New Zealand (the other being the Museum of New Zealand Te Papa Tongarewa). The NIC now covers about 400,000 samples from 50 years of biological collections throughout the southwest Pacific region and Ross Sea. NIC holds specimens from almost all invertebrate phyla, including 2100 holotypes and paratypes.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","NIWA Invertebrate Collection","Coasts and Oceans","Private Bag 14901, Kilbirnier","Wellington",,"6241","New Zealand","NIWA Invertebrate Collection","Coasts and Oceans","301 Evans Bay Parade, Greta Point","Wellington",,"6021","New Zealand","Kareen Schnabel, Collection Manager","Yes",
"http://grbio.org/institutional-collection/invertebrados","Invertebrados","Centro Universitario de la Región Este",,"CURE-Inv",,,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,"Uruguay",,,,,,,,"Alvar Carranza","Yes",
"http://grbio.org/institutional-collection/barcode-wildlife-project","Barcode of Wildlife Project","National Zoological Gardens of South Africa",,"BWP",,,,"Extracted DNA for the Barcode of Wildlife Project","Biological: Molecular derivatives (DNA, RNA, proteins) (non-human)","Storage Environment: Other (please define)","Yes","NZG Biobank","P O Box 754","Pretoria","Pretoria","Gauteng","Yes","South Africa","NZG Biobank","232 Boom Street","Pretoria","Pretoria","Gauteng","Yes","South Africa","Kim Labuschagne","Yes",
"http://grbio.org/institutional-collection/sharks-genetic-samples","Sharks Genetic Samples","KwaZulu-Natal Sharks Board",,"Genetic Samples","http://www.shark.co.za/CatchStatistics","http://www.shark.co.za/CatchStatistics","http://www.shark.co.za/","The KwaZulu-Natal Sharks Board houses the biggest biorepository of genetic samples of shark species occurring in the western Indian Ocean. These samples are occasionally collected from 38 sites off the east coast of South Africa.","Biological: Molecular derivatives (DNA, RNA, proteins) (non-human)","Storage Environment: Other (please define)","Yes","KwaZulu-Natal Sharks Board","1a Herrwood Drive","Umhlanga Rocks","Durban","Kwazulu-Natal Sharks Board","4320","South Africa","1a Herrwood Drive","Umhlanga Rocks",,"Durban","KwaZulu-Natal","4320","South Africa","Sabine Wintner","Yes",
"http://grbio.org/institutional-collection/vertebrae-sharks","Vertebrae of Sharks","KwaZulu-Natal Sharks Board",,"Vertebrae of Sharks","http://www.shark.co.za/","http://www.shark.co.za/CatchStatistics","http://www.shark.co.za/","The KwaZulu-Natal Sharks Board houses the biggest biorepository of vertebrae from different shark species occurring in the western Indian Ocean. These samples could be useful in determining the age of shark and long-tern diet signature using stable isotope analyses.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","KwaZulu-Natal Sharks Board","1am Herrwood Drive","Umhlanga Rocks","Durban","KwaZulu Natal","4320","South Africa","1a Herrwood Drive","Umhlanga Rocks",,"Durban","KwaZulu-Natal","4320","South Africa","Sabine Wintner","Yes",
"http://grbio.org/institutional-collection/shark-jaws","Shark Jaws","KwaZulu-Natal Sharks Board",,"Shark Jaws","http://www.shark.co.za/","http://www.shark.co.za/CatchStatistics","http://www.shark.co.za/","The KwaZulu-Natal Sharks Board houses the biggest biorepository of jaws from different shark species caught off the east coast of South Africa.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","KwaZulu-Natal Sharks Board","1a Herrwood Drive","Umhlanga Rocks","Durban","KwaZulu-Natal","4320","South Africa","1a Herrwood Drive","Umhlanga Rocks",,"Durban","KwaZulu-Natal","4320","South Africa","Kolobe Lucas Mmonwa","Yes",
"http://grbio.org/institutional-collection/rays-and-turtles","Rays and Turtles","KwaZulu-Natal Sharks Board",,"Rays and Turtles","http://www.shark.co.za/","http://www.shark.co.za/CatchStatistics","http://www.shark.co.za/","The KwaZulu-Natal Sharks Board houses the biggest biorepository of genetic samples of rays and rays caught off the east coast of South Africa.","Biological: Molecular derivatives (DNA, RNA, proteins) (non-human)","Storage Environment: Other (please define)","Yes","KwaZulu-Natal Sharks Board","1a Herrwood Drive","Umhlanga Rocks","Durban","KwaZulu-Natal","4320","South Africa","1a Herrwood Drive","Umhlanga Rocks",,"Durban","KwaZulu-Natal","4320",,"Sabine Wintner","Yes",
"http://grbio.org/institutional-collection/university-alaska-museum-earth-science-collection","University of Alaska Museum Earth Science Collection","University of Alaska Museum",,"ES","http://www.uaf.edu/museum/collections/earth/","http://arctos.database.museum/uam_es",,"The University of Alaska Museum of the North Earth Sciences collection (UAMES) focuses on Alaskan fossils. It contains more than 65,000 specimens in two sub- collections: paleontology and geology (not databased yet). The paleontology collection houses both vertebrate and invertebrate specimens, ranging from Cambrian archaeocyathids to Quaternary mammals. Significantly, it is the largest collection of polar dinosaurs in the world with 10,000 specimens, primarily from the North Slope of Alaska. It also comprises a diverse assortment of Alaskan Quaternary mammals, including a large portion of the material collected throughout Alaska by Otto W. Geist between the late 1920s and the 1960s. The collection also contains a variety of paleobotanical specimens and a large collection of invertebrates (both micro- and macrofossils). It is home to 39 holotypes and 409 paratypes, most of which are invertebrates. The collection is growing through active research projects in different regions of Alaska and collaboration with state and federal agencies.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","907 Yukon Drive",,,"Fairbanks","AK","99775","USA",,,,,,,,"Julie Rousseau","Yes",
"http://grbio.org/institutional-collection/saffron-germplasm-iran","saffron germplasm of Iran","University of Tehran",,"SGI",,,,,"Biological: Living cell or tissue cultures","Storage Environment: Other (please define)","Yes",,,,,,,"Iran",,,,,,,,"Majid Shokrpour","Yes",
"http://grbio.org/institutional-collection/bird-collection-2","Bird collection","Natural History Museum, University of Oslo",,"BI","http://www.nhm.uio.no/english/research/infrastructure/dna-bank/","http://nhmo-birds.collectionexplorer.org/","http://www.gbif.org/dataset/44e96576-583d-43cb-883d-3af3095a86db","The Bird collection consists of several sub-collections; preserved skins, preserved eggshells, DNA bank (blood, tissue and DNA extracts) and sperm.","Biological: Molecular derivatives (DNA, RNA, proteins) (non-human)","Storage Environment: Other (please define)","Yes","DNA Bank","P.O. Box 1172 Blindern","Natural History Museum, Att.: Lars Erik Johannessen,","Oslo",,"NO-0318","Norway","Zoological Museum (Collets building)","Sars gate 1",,"Oslo",,"NO-0562","Norway","Lars Erik Johannessen","Yes",
"http://grbio.org/institutional-collection/lichen-herbarium","Lichen herbarium","Natural History Museum, University of Oslo",,"O-L","http://nhm2.uio.no/lichens/",,,"The lichen herbarium at the Natural History Museum, University of Oslo, consists of a Norwegian herbarium (c. 110,000 specimens), a foreign herbarium (c. 200,000 specimens), a type herbarium (c. 1,100 specimens), and a collection of exsiccatae (c. 5,000 specimens).  The herbarium has important collections from Norway, Iceland, the Arctic (especially Greenland, Jan Mayen, Bear Island, Svalbard, and Novaya Zemlya), Macaronesia, and East Africa (especially Ethiopia, Kenya, Tanzania, and Uganda). The material includes, e.g., the collections of Mathias Numsen Blytt (1789-1862), S&oslash;ren Christian Sommerfelt (1794-1838), Niels Green Moe (1812-1892), Johannes Mus&aelig;us Norman (1823-1903; part), Bernt Lynge (1884-1942), Eilif Dahl (1916-1993), and Hildur Krog (1922-).  Computerization of the herbarium labels started in September 1994, and by September 2010, all Norwegian and c. 30,000 foreign specimens are recorded. Priority is given to specimens sent out on loan, type material, and Arctic and African material. The database runs on PC&#39;s under DOS, and the data are made available through GBIF-Norway to the data portal at GBIF, Artskart and NLD.  Type material may also the queried through a special service.  To facilitate registration of floristic data, the herbarium runs a field note database (NXL) and a field inventory database. These services are in Norwegian, and the databases use UTM-coordinates (MGRS notation) for localization. On these pages, you may generate registration forms for use in the field, send completed forms to the databases, and perform simple queries. The data are regularily transferred to the three portals mentioned above.  We are happy to present the bibliography databases Recent Literature on Lichens (RLL, covering the period 1951 &ndash; today) and Mattick&#39;s Literature Index (1532 &ndash; 1950) in co-operation with its authors. The databases can be reached through a common search form.  The site also runs the web page for the International Association for Lichenologist&#39;s field meeting in Yunnan, 2002, and the abstract database of the 7th International Mycological Congress, Oslo, 2002.  A photo gallery  contains thousans of photographs of hundreds Norwegian and foreign lichens species.  Staff: Dr. Einar Timdal (curator), cand. scient. Anne Molia (technician), and cand. scient. Siri Rui (technician).","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Lichen herbarium","PO Box 1172 Blindern",,"Oslo",,"NO-0318","Norway","Botanical museum (Lids hus)","Sars gate 1",,"Oslo",,"NO-0562","Norway","Einar Timdal","Yes",
